Symbol,Name,Sector,Industry
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction
MATX,"Matson, Inc.",Consumer Services,Marine Transportation
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,Technology,EDP Services
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MLP,"Maui Land & Pineapple Company, Inc.",Finance,Real Estate
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MMS,"Maximus, Inc.",Miscellaneous,Business Services
MXL,"MaxLinear, Inc",Technology,Semiconductors
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components
MBFI,MB Financial Inc.,Finance,Major Banks
MBFIO,MB Financial Inc.,Finance,Major Banks
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers
MCFT,"MCBC Holdings, Inc.",Capital Goods,Marine Transportation
MNI,McClatchy Company (The),Consumer Services,Newspapers/Magazines
MKC,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MKC.V,"McCormick & Company, Incorporated",Consumer Non-Durables,Packaged Foods
MDR,"McDermott International, Inc.",Capital Goods,Metal Fabrications
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants
MUX,McEwen Mining Inc.,Basic Industries,Precious Metals
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals
MDCA,MDC Partners Inc.,Technology,Advertising
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,Finance,Finance: Consumer Services
MRT,"MedEquities Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MPW,"Medical Properties Trust, Inc.",Consumer Services,Real Estate Investment Trusts
MTBC,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",Technology,Computer Software: Prepackaged Software
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods
MDLY,Medley Management Inc.,Finance,Investment Managers
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MLNT,"Melinta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MELR,"Melrose Bancorp, Inc.",Finance,Major Banks
MNLO,Menlo Therapeutics Inc.,Health Care,Major Pharmaceuticals
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MERC,Mercer International Inc.,Basic Industries,Paper
MBIN,Merchants Bancorp,Finance,Major Banks
MRK,"Merck & Company, Inc.",Health Care,Major Pharmaceuticals
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers
MRCY,Mercury Systems Inc,Capital Goods,Electrical Products
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
EBSB,"Meridian Bancorp, Inc.",Finance,Major Banks
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MMSI,"Merit Medical Systems, Inc.",Health Care,Medical/Dental Instruments
MTH,Meritage Corporation,Capital Goods,Homebuilding
MTOR,"Meritor, Inc.",Capital Goods,Auto Parts:O.E.M.
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",Finance,Finance: Consumer Services
PIY,"Merrill Lynch Depositor, Inc.",Finance,Finance: Consumer Services
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MRSN,"Mersana Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MLAB,"Mesa Laboratories, Inc.",Capital Goods,Industrial Machinery/Components
MTR,Mesa Royalty Trust,Energy,Oil & Gas Production
MSB,Mesabi Trust,Basic Industries,Precious Metals
CASH,"Meta Financial Group, Inc.",Finance,Savings Institutions
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products
MET,"MetLife, Inc.",Finance,Life Insurance
MXC,Mexco Energy Corporation,Energy,Oil & Gas Production
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFCB,MFC Bancorp Ltd.,Finance,Commercial Banks
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MTG,MGIC Investment Corporation,Finance,Property-Casualty Insurers
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MICR,"Micron Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MU,"Micron Technology, Inc.",Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MVIS,"Microvision, Inc.",Capital Goods,Industrial Machinery/Components
MICT,"MICT, Inc.",Capital Goods,Electrical Products
MPB,Mid Penn Bancorp,Finance,Major Banks
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MBCN,Middlefield Banc Corp.,Finance,Major Banks
MSEX,Middlesex Water Company,Public Utilities,Water Supply
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks
MSL,MidSouth Bancorp,Finance,Major Banks
MSVB,"Mid-Southern Bancorp, Inc.",Finance,Savings Institutions
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",Energy,Oil & Gas Production
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MCRN,Milacron Holdings Corp.,Technology,Industrial Machinery/Components
MLSS,"Milestone Scientific, Inc.",Health Care,Industrial Specialties
MLR,"Miller Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
MDXG,"MiMedx Group, Inc",Health Care,Medical/Dental Instruments
MB,"MINDBODY, Inc.",Technology,EDP Services
MTX,Minerals Technologies Inc.,Basic Industries,Major Chemicals
NERV,"Minerva Neurosciences, Inc",Health Care,Major Pharmaceuticals
MGEN,"Miragen Therapeutics, Inc.",Health Care,Medical Specialities
MRTX,"Mirati Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MSON,"MISONIX, Inc.",Capital Goods,Medical Specialities
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITL,Mitel Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
MKSI,"MKS Instruments, Inc.",Capital Goods,Industrial Machinery/Components
MMAC,"MMA Capital Management, LLC",Finance,Real Estate
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing"
MMDM,Modern Media Acquisition Corp.,Finance,Business Services
MMDMR,Modern Media Acquisition Corp.,Finance,Business Services
MMDMU,Modern Media Acquisition Corp.,Finance,Business Services
MMDMW,Modern Media Acquisition Corp.,Finance,Business Services
MOD,Modine Manufacturing Company,Capital Goods,Auto Parts:O.E.M.
MOGO,Mogo Finance Technology Inc.,Finance,Finance: Consumer Services
MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings
MTEM,"Molecular Templates, Inc.",Health Care,Major Pharmaceuticals
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals
MOH,Molina Healthcare Inc,Health Care,Medical Specialities
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution)
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MKGI,"Monaker Group, Inc.",Consumer Services,Transportation Services
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software
MNR,Monmouth Real Estate Investment Corporation,Consumer Services,Real Estate Investment Trusts
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
TYPE,Monotype Imaging Holdings Inc.,Technology,EDP Services
MNRO,"Monro, Inc. ",Consumer Services,Automotive Aftermarket
MNST,Monster Beverage Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services
MS,Morgan Stanley,Finance,Investment Bankers/Brokers/Service
MORN,"Morningstar, Inc.",Finance,Investment Managers
MOS,Mosaic Company (The),Basic Industries,Agricultural Chemicals
MOSY,"MoSys, Inc.",Technology,Semiconductors
MTFB,Motif Bio plc,Health Care,Major Pharmaceuticals
MTFBW,Motif Bio plc,Health Care,Major Pharmaceuticals
MPAA,"Motorcar Parts of America, Inc.",Capital Goods,Auto Parts:O.E.M.
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
MPVD,Mountain Province Diamonds Inc.,Basic Industries,Precious Metals
MOV,Movado Group Inc.,Consumer Non-Durables,Consumer Specialties
MPLX,MPLX LP,Energy,Natural Gas Distribution
MRC,MRC Global Inc.,Capital Goods,Industrial Machinery/Components
MSA,MSA Safety Incorporporated,Health Care,Industrial Specialties
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MSM,"MSC Industrial Direct Company, Inc.",Capital Goods,Industrial Machinery/Components
MSCI,MSCI Inc,Miscellaneous,Business Services
MSGN,MSG Networks Inc.,Consumer Services,Television Services
MTEC,MTech Acquisition Corp.,Finance,Business Services
MTECU,MTech Acquisition Corp.,Finance,Business Services
MTECW,MTech Acquisition Corp.,Finance,Business Services
MTGE,MTGE Investment Corp.,Consumer Services,Real Estate Investment Trusts
MTGEP,MTGE Investment Corp.,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,Capital Goods,Industrial Machinery/Components
MUDS,Mudrick Capital Acquisition Corporation,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation,Finance,Business Services
MUDSW,Mudrick Capital Acquisition Corporation,Finance,Business Services
MLI,"Mueller Industries, Inc.",Capital Goods,Metal Fabrications
MWA,Mueller Water Products Inc,Capital Goods,Metal Fabrications
LABL,Multi-Color Corporation,Miscellaneous,Publishing
MUR,Murphy Oil Corporation,Energy,Oil & Gas Production
MUSA,Murphy USA Inc.,Consumer Durables,Automotive Aftermarket
MBIO,"Mustang Bio, Inc.",Health Care,Major Pharmaceuticals
MFSF,MutualFirst Financial Inc.,Finance,Major Banks
MVO,MV Oil Trust,Energy,Oil & Gas Production
MVBF,MVB Financial Corp.,Finance,Major Banks
MYE,"Myers Industries, Inc.",Consumer Non-Durables,Plastic Products
MYND,"MYnd Analytics, Inc.",Health Care,Hospital/Nursing Management
MYNDW,"MYnd Analytics, Inc.",Health Care,Hospital/Nursing Management
MYOK,"MyoKardia, Inc.",Health Care,Major Pharmaceuticals
MYO,Myomo Inc.,Health Care,Industrial Specialties
MYOS,MYOS RENS Technology Inc.,Health Care,Major Pharmaceuticals
MYOV,Myovant Sciences Ltd.,Health Care,Major Pharmaceuticals
MYRG,"MYR Group, Inc.",Basic Industries,Water Supply
MYGN,"Myriad Genetics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NC,"NACCO Industries, Inc.",Consumer Durables,Consumer Electronics/Appliances
NANO,Nanometrics Incorporated,Capital Goods,Industrial Machinery/Components
NSTG,"NanoString Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,"NanoVibronix, Inc.",Health Care,Industrial Specialties
NNVC,"NanoViricides, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
NH,"NantHealth, Inc.",Technology,EDP Services
NK,"NantKwest, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,"NAPCO Security Technologies, Inc.",Consumer Durables,Telecommunications Equipment
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service
NTRA,"Natera, Inc.",Health Care,Medical Specialities
NATH,"Nathan&#39;s Famous, Inc.",Consumer Services,Restaurants
NAUH,"National American University Holdings, Inc.",Consumer Services,Other Consumer Services
NBHC,National Bank Holdings Corporation,Finance,Major Banks
NKSH,"National Bankshares, Inc.",Finance,Major Banks
FIZZ,National Beverage Corp.,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,"National CineMedia, Inc.",Consumer Services,Advertising
NCOM,National Commerce Corporation,Finance,Major Banks
NESR,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NESRW,National Energy Services Reunited Corp.,Energy,Oilfield Services/Equipment
NFG,National Fuel Gas Company,Public Utilities,Oil/Gas Transmission
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,Finance,Property-Casualty Insurers
NHI,"National Health Investors, Inc.",Consumer Services,Real Estate Investment Trusts
NHC,National HealthCare Corporation,Health Care,Hospital/Nursing Management
NHLD,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NOV,"National Oilwell Varco, Inc.",Energy,Metal Fabrications
NPK,"National Presto Industries, Inc.",Capital Goods,Ordnance And Accessories
NRC,National Research Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NNN,National Retail Properties,Consumer Services,Real Estate Investment Trusts
NSEC,"National Security Group, Inc.",Finance,Life Insurance
EYE,"National Vision Holdings, Inc.",Health Care,Ophthalmic Goods
NWLI,"National Western Life Group, Inc.",Finance,Life Insurance
NSM,Nationstar Mortgage Holdings Inc.,Finance,Finance: Consumer Services
NAII,"Natural Alternatives International, Inc.",Consumer Durables,Specialty Chemicals
NGS,"Natural Gas Services Group, Inc.",Energy,Oilfield Services/Equipment
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Services,Food Chains
NHTC,Natural Health Trends Corp.,Consumer Durables,Consumer Specialties
NRP,Natural Resource Partners LP,Energy,Coal Mining
NATR,"Nature&#39;s Sunshine Products, Inc.",Health Care,Major Pharmaceuticals
BABY,Natus Medical Incorporated,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NLS,"Nautilus Group, Inc. (The)",Consumer Non-Durables,Recreational Products/Toys
NAVB,"Navidea Biopharmaceuticals, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
JSM,Navient Corporation,Finance,Finance: Consumer Services
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NCI,"Navigant Consulting, Inc.",Consumer Services,Professional Services
NAV,Navistar International Corporation,Capital Goods,Auto Manufacturing
NAV^D,Navistar International Corporation,Capital Goods,Auto Manufacturing
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCS,"NCI Building Systems, Inc.",Capital Goods,Metal Fabrications
NCR,NCR Corporation,Miscellaneous,Office Equipment/Supplies/Services
NCSM,"NCS Multistage Holdings, Inc.",Energy,Oilfield Services/Equipment
NEBU,Nebula Acquisition Corporation,Finance,Business Services
NEBUU,Nebula Acquisition Corporation,Finance,Business Services
NEBUW,Nebula Acquisition Corporation,Finance,Business Services
NP,"Neenah, Inc.",Basic Industries,Paper
NKTR,Nektar Therapeutics,Health Care,Major Pharmaceuticals
NNI,"Nelnet, Inc.",Finance,Finance: Consumer Services
NEOG,Neogen Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,"NeoGenomics, Inc.",Health Care,Precision Instruments
NTGN,"Neon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NPTN,NeoPhotonics Corporation,Technology,Semiconductors
NEOS,"Neos Therapeutics, Inc.",Health Care,Major Pharmaceuticals
NVCN,Neovasc Inc.,Health Care,Medical/Dental Instruments
NEPT,Neptune Technologies & Bioresources Inc,Health Care,Major Pharmaceuticals
NETE,"Net Element, Inc.",Technology,EDP Services
